gi|50118966|ref|YP_048133.1|	gi|188532166|ref|YP_001905963.1|
gi|50121460|ref|YP_050627.1|	gi|188534240|ref|YP_001908037.1|
gi|50121461|ref|YP_050628.1|	gi|188534241|ref|YP_001908038.1|
gi|50121462|ref|YP_050629.1|	gi|188534242|ref|YP_001908039.1|
gi|50121463|ref|YP_050630.1|	gi|188534249|ref|YP_001908046.1|
gi|50121464|ref|YP_050631.1|	gi|188534250|ref|YP_001908047.1|
gi|50121465|ref|YP_050632.1|	gi|188534251|ref|YP_001908048.1|
gi|50121466|ref|YP_050633.1|	gi|188533375|ref|YP_001907172.1|
gi|50121467|ref|YP_050634.1|	gi|188534253|ref|YP_001908050.1|
gi|50121468|ref|YP_050635.1|	gi|188534254|ref|YP_001908051.1|
gi|50121469|ref|YP_050636.1|	gi|188534255|ref|YP_001908052.1|
gi|50121470|ref|YP_050637.1|	gi|188534256|ref|YP_001908053.1|
gi|50121471|ref|YP_050638.1|	gi|188534257|ref|YP_001908054.1|
gi|50121472|ref|YP_050639.1|	gi|188534258|ref|YP_001908055.1|
gi|50121473|ref|YP_050640.1|	gi|188534259|ref|YP_001908056.1|
gi|50121474|ref|YP_050641.1|	gi|188534260|ref|YP_001908057.1|
gi|50121475|ref|YP_050642.1|	gi|188534261|ref|YP_001908058.1|
gi|50121476|ref|YP_050643.1|	gi|188534262|ref|YP_001908059.1|
gi|50121477|ref|YP_050644.1|	gi|188535516|ref|YP_001909313.1|
gi|50121478|ref|YP_050645.1|	gi|188534263|ref|YP_001908060.1|
gi|50121479|ref|YP_050646.1|	gi|188534264|ref|YP_001908061.1|
gi|50121480|ref|YP_050647.1|	gi|188534265|ref|YP_001908062.1|
gi|50121481|ref|YP_050648.1|	gi|188534266|ref|YP_001908063.1|
gi|50121482|ref|YP_050649.1|	gi|188534267|ref|YP_001908064.1|
gi|50121483|ref|YP_050650.1|	gi|188534853|ref|YP_001908650.1|
gi|50121484|ref|YP_050651.1|	gi|188533507|ref|YP_001907304.1|
gi|50121485|ref|YP_050652.1|	gi|188535157|ref|YP_001908954.1|
gi|50121486|ref|YP_050653.1|	gi|188533423|ref|YP_001907220.1|
gi|50121487|ref|YP_050654.1|	gi|188532624|ref|YP_001906421.1|
gi|50121488|ref|YP_050655.1|	gi|188535154|ref|YP_001908951.1|
gi|50121489|ref|YP_050656.1|	gi|188533503|ref|YP_001907300.1|
gi|50121490|ref|YP_050657.1|	gi|188533502|ref|YP_001907299.1|
gi|50121491|ref|YP_050658.1|	gi|188535585|ref|YP_001909382.1|
gi|50121492|ref|YP_050659.1|	gi|188534069|ref|YP_001907866.1|
gi|50121493|ref|YP_050660.1|	gi|188532345|ref|YP_001906142.1|
gi|50121494|ref|YP_050661.1|	gi|188534764|ref|YP_001908561.1|
gi|50121495|ref|YP_050662.1|	gi|188534225|ref|YP_001908022.1|
gi|50121496|ref|YP_050663.1|	gi|188533977|ref|YP_001907774.1|
gi|50121497|ref|YP_050664.1|	gi|188532442|ref|YP_001906239.1|
gi|50121498|ref|YP_050665.1|	gi|188534863|ref|YP_001908660.1|
gi|50121499|ref|YP_050666.1|	gi|188533681|ref|YP_001907478.1|
gi|50121500|ref|YP_050667.1|	gi|188533690|ref|YP_001907487.1|
gi|50121501|ref|YP_050668.1|	gi|188534058|ref|YP_001907855.1|
gi|50121502|ref|YP_050669.1|	gi|188534059|ref|YP_001907856.1|
gi|50121503|ref|YP_050670.1|	gi|188533606|ref|YP_001907403.1|
gi|50121504|ref|YP_050671.1|	gi|188533606|ref|YP_001907403.1|
gi|50121505|ref|YP_050672.1|	gi|188533499|ref|YP_001907296.1|
gi|50121506|ref|YP_050673.1|	gi|188533498|ref|YP_001907295.1|
gi|50121507|ref|YP_050674.1|	gi|188533497|ref|YP_001907294.1|
gi|50121508|ref|YP_050675.1|	gi|188533496|ref|YP_001907293.1|
gi|50121509|ref|YP_050676.1|	gi|188533495|ref|YP_001907292.1|
gi|50121510|ref|YP_050677.1|	gi|188533494|ref|YP_001907291.1|
gi|50121511|ref|YP_050678.1|	gi|188533493|ref|YP_001907290.1|
gi|50121512|ref|YP_050679.1|	gi|188533492|ref|YP_001907289.1|
gi|50121513|ref|YP_050680.1|	gi|188533491|ref|YP_001907288.1|
gi|50121514|ref|YP_050681.1|	gi|188534268|ref|YP_001908065.1|
gi|50121515|ref|YP_050682.1|	gi|188534269|ref|YP_001908066.1|
gi|50121516|ref|YP_050683.1|	gi|188534270|ref|YP_001908067.1|
gi|50121517|ref|YP_050684.1|	gi|188534271|ref|YP_001908068.1|
gi|50121518|ref|YP_050685.1|	gi|188534272|ref|YP_001908069.1|
gi|50121519|ref|YP_050686.1|	gi|188534273|ref|YP_001908070.1|
gi|50121520|ref|YP_050687.1|	gi|188534274|ref|YP_001908071.1|
gi|50121521|ref|YP_050688.1|	gi|188534275|ref|YP_001908072.1|
gi|50121522|ref|YP_050689.1|	gi|188535168|ref|YP_001908965.1|
gi|50121523|ref|YP_050690.1|	gi|188535574|ref|YP_001909371.1|
gi|50121524|ref|YP_050691.1|	gi|188532741|ref|YP_001906538.1|
gi|50121525|ref|YP_050692.1|	gi|188532735|ref|YP_001906532.1|
gi|50121526|ref|YP_050693.1|	gi|188532736|ref|YP_001906533.1|
gi|50121527|ref|YP_050694.1|	gi|188532737|ref|YP_001906534.1|
gi|50121528|ref|YP_050695.1|	gi|188532738|ref|YP_001906535.1|
gi|50121529|ref|YP_050696.1|	gi|188532739|ref|YP_001906536.1|
gi|50121530|ref|YP_050697.1|	gi|188532740|ref|YP_001906537.1|
gi|50121531|ref|YP_050698.1|	gi|188532734|ref|YP_001906531.1|
gi|50121532|ref|YP_050699.1|	gi|188532733|ref|YP_001906530.1|
gi|50121532|ref|YP_050699.1|	gi|188532733|ref|YP_001906530.1|
gi|50121533|ref|YP_050700.1|	gi|188532732|ref|YP_001906529.1|
gi|50121534|ref|YP_050701.1|	gi|188532731|ref|YP_001906528.1|
gi|50121535|ref|YP_050702.1|	gi|188532730|ref|YP_001906527.1|
gi|50121536|ref|YP_050703.1|	gi|188532729|ref|YP_001906526.1|
gi|50121537|ref|YP_050704.1|	gi|188532728|ref|YP_001906525.1|
gi|50121538|ref|YP_050705.1|	gi|188532727|ref|YP_001906524.1|
gi|50121539|ref|YP_050706.1|	gi|188532813|ref|YP_001906610.1|
gi|50121540|ref|YP_050707.1|	gi|188532726|ref|YP_001906523.1|
gi|50121541|ref|YP_050708.1|	gi|188534580|ref|YP_001908377.1|
gi|50121542|ref|YP_050709.1|	gi|188532179|ref|YP_001905976.1|
gi|50121543|ref|YP_050710.1|	gi|188532722|ref|YP_001906519.1|
gi|50121544|ref|YP_050711.1|	gi|188532721|ref|YP_001906518.1|
gi|50121545|ref|YP_050712.1|	gi|188532720|ref|YP_001906517.1|
gi|50121546|ref|YP_050713.1|	gi|188532719|ref|YP_001906516.1|
gi|50121547|ref|YP_050714.1|	gi|188532718|ref|YP_001906515.1|
gi|50121548|ref|YP_050715.1|	gi|188532717|ref|YP_001906514.1|
gi|50121549|ref|YP_050716.1|	gi|188532716|ref|YP_001906513.1|
gi|50121550|ref|YP_050717.1|	gi|188534852|ref|YP_001908649.1|
gi|50121551|ref|YP_050718.1|	gi|188534631|ref|YP_001908428.1|
gi|50121552|ref|YP_050719.1|	gi|188532710|ref|YP_001906507.1|
gi|50121553|ref|YP_050720.1|	gi|188534829|ref|YP_001908626.1|
gi|50121554|ref|YP_050721.1|	gi|188535316|ref|YP_001909113.1|
gi|50121555|ref|YP_050722.1|	gi|188534299|ref|YP_001908096.1|
gi|50121556|ref|YP_050723.1|	gi|188532708|ref|YP_001906505.1|
gi|50121557|ref|YP_050724.1|	gi|188532707|ref|YP_001906504.1|
gi|50121558|ref|YP_050725.1|	gi|188532706|ref|YP_001906503.1|
gi|50121559|ref|YP_050726.1|	gi|188535453|ref|YP_001909250.1|
gi|50121560|ref|YP_050727.1|	gi|188533013|ref|YP_001906810.1|
gi|50121561|ref|YP_050728.1|	gi|188534609|ref|YP_001908406.1|
gi|50121562|ref|YP_050729.1|	gi|188532702|ref|YP_001906499.1|
gi|50121563|ref|YP_050730.1|	gi|188533260|ref|YP_001907057.1|
gi|50121564|ref|YP_050731.1|	gi|188532206|ref|YP_001906003.1|
gi|50121565|ref|YP_050732.1|	gi|188532638|ref|YP_001906435.1|
gi|50121566|ref|YP_050733.1|	gi|188532175|ref|YP_001905972.1|
gi|50121567|ref|YP_050734.1|	gi|188534277|ref|YP_001908074.1|
gi|50121568|ref|YP_050735.1|	gi|188534278|ref|YP_001908075.1|
gi|50121569|ref|YP_050736.1|	gi|188534279|ref|YP_001908076.1|
gi|50121570|ref|YP_050737.1|	gi|188534280|ref|YP_001908077.1|
gi|50121571|ref|YP_050738.1|	gi|188534281|ref|YP_001908078.1|
gi|50121572|ref|YP_050739.1|	gi|188534282|ref|YP_001908079.1|
gi|50121573|ref|YP_050740.1|	gi|188534283|ref|YP_001908080.1|
gi|50121574|ref|YP_050741.1|	gi|188534284|ref|YP_001908081.1|
gi|161501873|ref|YP_050742.2|	gi|188534285|ref|YP_001908082.1|
gi|50121576|ref|YP_050743.1|	gi|188534286|ref|YP_001908083.1|
gi|50121577|ref|YP_050744.1|	gi|188534287|ref|YP_001908084.1|
gi|50121578|ref|YP_050745.1|	gi|188533334|ref|YP_001907131.1|
gi|50121579|ref|YP_050746.1|	gi|188533920|ref|YP_001907717.1|
gi|50121580|ref|YP_050747.1|	gi|188534288|ref|YP_001908085.1|
gi|50121581|ref|YP_050748.1|	gi|188534289|ref|YP_001908086.1|
gi|50121582|ref|YP_050749.1|	gi|188532762|ref|YP_001906559.1|
gi|50121583|ref|YP_050750.1|	gi|188534489|ref|YP_001908286.1|
gi|50121584|ref|YP_050751.1|	gi|188534290|ref|YP_001908087.1|
gi|50121585|ref|YP_050752.1|	gi|188533732|ref|YP_001907529.1|
gi|50121586|ref|YP_050753.1|	gi|188535294|ref|YP_001909091.1|
gi|50121587|ref|YP_050754.1|	gi|188535449|ref|YP_001909246.1|
gi|50121588|ref|YP_050755.1|	gi|188533327|ref|YP_001907124.1|
gi|50121589|ref|YP_050756.1|	gi|188534292|ref|YP_001908089.1|
gi|50121590|ref|YP_050757.1|	gi|188534293|ref|YP_001908090.1|
gi|50121591|ref|YP_050758.1|	gi|188534295|ref|YP_001908092.1|
gi|50121592|ref|YP_050759.1|	gi|188534296|ref|YP_001908093.1|
gi|50121593|ref|YP_050760.1|	gi|188534297|ref|YP_001908094.1|
gi|50121594|ref|YP_050761.1|	gi|188534298|ref|YP_001908095.1|
gi|50121595|ref|YP_050762.1|	gi|188534299|ref|YP_001908096.1|
gi|50121596|ref|YP_050763.1|	gi|188534844|ref|YP_001908641.1|
gi|50121597|ref|YP_050764.1|	gi|188534300|ref|YP_001908097.1|
gi|50121598|ref|YP_050765.1|	gi|188534301|ref|YP_001908098.1|
gi|50121599|ref|YP_050766.1|	gi|188534302|ref|YP_001908099.1|
gi|50121600|ref|YP_050767.1|	gi|188534303|ref|YP_001908100.1|
gi|50121601|ref|YP_050768.1|	gi|188534304|ref|YP_001908101.1|
gi|50121602|ref|YP_050769.1|	gi|188534305|ref|YP_001908102.1|
gi|50121603|ref|YP_050770.1|	gi|188534951|ref|YP_001908748.1|
gi|50121604|ref|YP_050771.1|	gi|188534306|ref|YP_001908103.1|
gi|50121605|ref|YP_050772.1|	gi|188534308|ref|YP_001908105.1|
gi|50121606|ref|YP_050773.1|	gi|188534901|ref|YP_001908698.1|
gi|50121607|ref|YP_050774.1|	gi|188534309|ref|YP_001908106.1|
gi|50121608|ref|YP_050775.1|	gi|188532813|ref|YP_001906610.1|
gi|50121609|ref|YP_050776.1|	gi|188532828|ref|YP_001906625.1|
gi|50121610|ref|YP_050777.1|	gi|188534313|ref|YP_001908110.1|
gi|50121611|ref|YP_050778.1|	gi|188533066|ref|YP_001906863.1|
gi|50121612|ref|YP_050779.1|	gi|188533067|ref|YP_001906864.1|
gi|50121613|ref|YP_050780.1|	gi|188533065|ref|YP_001906862.1|
gi|50121614|ref|YP_050781.1|	gi|188535195|ref|YP_001908992.1|
gi|50121615|ref|YP_050782.1|	gi|188533808|ref|YP_001907605.1|
gi|50121616|ref|YP_050783.1|	gi|188534361|ref|YP_001908158.1|
gi|50121617|ref|YP_050784.1|	gi|188534285|ref|YP_001908082.1|
gi|50121618|ref|YP_050785.1|	gi|188535035|ref|YP_001908832.1|
gi|50121618|ref|YP_050785.1|	gi|188535035|ref|YP_001908832.1|
gi|50121618|ref|YP_050785.1|	gi|188535035|ref|YP_001908832.1|
gi|50121619|ref|YP_050786.1|	gi|188534155|ref|YP_001907952.1|
gi|50121620|ref|YP_050787.1|	gi|188535403|ref|YP_001909200.1|
gi|50121621|ref|YP_050788.1|	gi|188532607|ref|YP_001906404.1|
gi|50121622|ref|YP_050789.1|	gi|188533926|ref|YP_001907723.1|
gi|50121623|ref|YP_050790.1|	gi|188532263|ref|YP_001906060.1|
gi|50121624|ref|YP_050791.1|	gi|188534736|ref|YP_001908533.1|
gi|50121625|ref|YP_050792.1|	gi|188533746|ref|YP_001907543.1|
gi|50121626|ref|YP_050793.1|	gi|188533626|ref|YP_001907423.1|
gi|50121627|ref|YP_050794.1|	gi|188533259|ref|YP_001907056.1|
gi|50121628|ref|YP_050795.1|	gi|188533694|ref|YP_001907491.1|
gi|50121629|ref|YP_050796.1|	gi|188535001|ref|YP_001908798.1|
gi|50121630|ref|YP_050797.1|	gi|188535335|ref|YP_001909132.1|
gi|50121631|ref|YP_050798.1|	gi|188534067|ref|YP_001907864.1|
gi|50121632|ref|YP_050799.1|	gi|188534464|ref|YP_001908261.1|
gi|50121633|ref|YP_050800.1|	gi|188533436|ref|YP_001907233.1|
gi|50121634|ref|YP_050801.1|	gi|188533431|ref|YP_001907228.1|
gi|50121635|ref|YP_050802.1|	gi|188533430|ref|YP_001907227.1|
gi|50121636|ref|YP_050803.1|	gi|188533833|ref|YP_001907630.1|
gi|50121637|ref|YP_050804.1|	gi|188533428|ref|YP_001907225.1|
gi|50121638|ref|YP_050805.1|	gi|188533427|ref|YP_001907224.1|
gi|50121639|ref|YP_050806.1|	gi|188533426|ref|YP_001907223.1|
gi|50121640|ref|YP_050807.1|	gi|188535195|ref|YP_001908992.1|
gi|50121641|ref|YP_050808.1|	gi|188532907|ref|YP_001906704.1|
gi|50121642|ref|YP_050809.1|	gi|188534506|ref|YP_001908303.1|
gi|50121643|ref|YP_050810.1|	gi|188535537|ref|YP_001909334.1|
gi|50121644|ref|YP_050811.1|	gi|188535536|ref|YP_001909333.1|
gi|50121645|ref|YP_050812.1|	gi|188534927|ref|YP_001908724.1|
gi|50121646|ref|YP_050813.1|	gi|188534513|ref|YP_001908310.1|
gi|50121647|ref|YP_050814.1|	gi|188533422|ref|YP_001907219.1|
gi|50121648|ref|YP_050815.1|	gi|188533421|ref|YP_001907218.1|
gi|50121649|ref|YP_050816.1|	gi|188533420|ref|YP_001907217.1|
gi|50121650|ref|YP_050817.1|	gi|188533419|ref|YP_001907216.1|
gi|50121651|ref|YP_050818.1|	gi|188533418|ref|YP_001907215.1|
gi|50121652|ref|YP_050819.1|	gi|188533417|ref|YP_001907214.1|
gi|50121653|ref|YP_050820.1|	gi|188533416|ref|YP_001907213.1|
gi|50121654|ref|YP_050821.1|	gi|188532885|ref|YP_001906682.1|
gi|50121655|ref|YP_050822.1|	gi|188533415|ref|YP_001907212.1|
gi|50121656|ref|YP_050823.1|	gi|188533414|ref|YP_001907211.1|
gi|50121657|ref|YP_050824.1|	gi|188532649|ref|YP_001906446.1|
gi|50121658|ref|YP_050825.1|	gi|188533413|ref|YP_001907210.1|
gi|50121659|ref|YP_050826.1|	gi|188533412|ref|YP_001907209.1|
gi|50121660|ref|YP_050827.1|	gi|188533410|ref|YP_001907207.1|
gi|50121661|ref|YP_050828.1|	gi|188533409|ref|YP_001907206.1|
gi|50121662|ref|YP_050829.1|	gi|188533408|ref|YP_001907205.1|
gi|50121663|ref|YP_050830.1|	gi|188533407|ref|YP_001907204.1|
gi|50121663|ref|YP_050830.1|	gi|188533407|ref|YP_001907204.1|
gi|50121664|ref|YP_050831.1|	gi|188533406|ref|YP_001907203.1|
gi|50121665|ref|YP_050832.1|	gi|188533405|ref|YP_001907202.1|
gi|50121666|ref|YP_050833.1|	gi|188533404|ref|YP_001907201.1|
gi|50121667|ref|YP_050834.1|	gi|188533236|ref|YP_001907033.1|
gi|50121668|ref|YP_050835.1|	gi|188533403|ref|YP_001907200.1|
gi|50121669|ref|YP_050836.1|	gi|188533402|ref|YP_001907199.1|
gi|50121670|ref|YP_050837.1|	gi|188533571|ref|YP_001907368.1|
gi|50121671|ref|YP_050838.1|	gi|188533401|ref|YP_001907198.1|
gi|50121672|ref|YP_050839.1|	gi|188533400|ref|YP_001907197.1|
gi|50121673|ref|YP_050840.1|	gi|188533399|ref|YP_001907196.1|
gi|50121674|ref|YP_050841.1|	gi|188533117|ref|YP_001906914.1|
gi|50121675|ref|YP_050842.1|	gi|188533098|ref|YP_001906895.1|
gi|50121676|ref|YP_050843.1|	gi|188534557|ref|YP_001908354.1|
gi|50121677|ref|YP_050844.1|	gi|188534263|ref|YP_001908060.1|
gi|50121678|ref|YP_050845.1|	gi|188534548|ref|YP_001908345.1|
gi|50121680|ref|YP_050847.1|	gi|188532744|ref|YP_001906541.1|
gi|50121681|ref|YP_050848.1|	gi|188533013|ref|YP_001906810.1|
gi|50121682|ref|YP_050849.1|	gi|188535065|ref|YP_001908862.1|
gi|50121683|ref|YP_050850.1|	gi|188535392|ref|YP_001909189.1|
gi|50121684|ref|YP_050851.1|	gi|188535407|ref|YP_001909204.1|
gi|50121685|ref|YP_050852.1|	gi|188532249|ref|YP_001906046.1|
gi|50121686|ref|YP_050853.1|	gi|188533508|ref|YP_001907305.1|
gi|50121687|ref|YP_050854.1|	gi|188533192|ref|YP_001906989.1|
gi|50121688|ref|YP_050855.1|	gi|188534330|ref|YP_001908127.1|
gi|50121689|ref|YP_050856.1|	gi|188534331|ref|YP_001908128.1|
gi|50121690|ref|YP_050857.1|	gi|188535504|ref|YP_001909301.1|
gi|50121691|ref|YP_050858.1|	gi|188534332|ref|YP_001908129.1|
gi|50121692|ref|YP_050859.1|	gi|188534334|ref|YP_001908131.1|
gi|50121693|ref|YP_050860.1|	gi|188534335|ref|YP_001908132.1|
gi|50121694|ref|YP_050861.1|	gi|188534336|ref|YP_001908133.1|
gi|50121695|ref|YP_050862.1|	gi|188535432|ref|YP_001909229.1|
gi|50121696|ref|YP_050863.1|	gi|188534354|ref|YP_001908151.1|
gi|50121697|ref|YP_050864.1|	gi|188532735|ref|YP_001906532.1|
gi|50121698|ref|YP_050865.1|	gi|188533286|ref|YP_001907083.1|
gi|50121699|ref|YP_050866.1|	gi|188533363|ref|YP_001907160.1|
gi|50121700|ref|YP_050867.1|	gi|188533211|ref|YP_001907008.1|
gi|50121701|ref|YP_050868.1|	gi|188533792|ref|YP_001907589.1|
gi|50121702|ref|YP_050869.1|	gi|188533987|ref|YP_001907784.1|
gi|50121703|ref|YP_050870.1|	gi|188532837|ref|YP_001906634.1|
gi|50121704|ref|YP_050871.1|	gi|188535400|ref|YP_001909197.1|
gi|50121705|ref|YP_050872.1|	gi|188532586|ref|YP_001906383.1|
gi|50121706|ref|YP_050873.1|	gi|188535129|ref|YP_001908926.1|
gi|50121707|ref|YP_050874.1|	gi|188535459|ref|YP_001909256.1|
gi|50121708|ref|YP_050875.1|	gi|188533561|ref|YP_001907358.1|
gi|50121709|ref|YP_050876.1|	gi|188533887|ref|YP_001907684.1|
gi|50121710|ref|YP_050877.1|	gi|188534355|ref|YP_001908152.1|
gi|50121711|ref|YP_050878.1|	gi|188535425|ref|YP_001909222.1|
gi|50121712|ref|YP_050879.1|	gi|188532867|ref|YP_001906664.1|
gi|50121713|ref|YP_050880.1|	gi|188534366|ref|YP_001908163.1|
gi|50121714|ref|YP_050881.1|	gi|188534369|ref|YP_001908166.1|
gi|50121715|ref|YP_050882.1|	gi|188533328|ref|YP_001907125.1|
gi|50121716|ref|YP_050883.1|	gi|188534373|ref|YP_001908170.1|
gi|50121717|ref|YP_050884.1|	gi|188533418|ref|YP_001907215.1|
gi|50121718|ref|YP_050885.1|	gi|188534061|ref|YP_001907858.1|
gi|50121719|ref|YP_050886.1|	gi|188534662|ref|YP_001908459.1|
gi|50121720|ref|YP_050887.1|	gi|188532358|ref|YP_001906155.1|
gi|50121721|ref|YP_050888.1|	gi|188534519|ref|YP_001908316.1|
gi|50121722|ref|YP_050889.1|	gi|188533422|ref|YP_001907219.1|
gi|50121723|ref|YP_050890.1|	gi|188534377|ref|YP_001908174.1|
gi|50121724|ref|YP_050891.1|	gi|188533555|ref|YP_001907352.1|
gi|50121725|ref|YP_050892.1|	gi|188533837|ref|YP_001907634.1|
gi|50121726|ref|YP_050893.1|	gi|188533836|ref|YP_001907633.1|
gi|50121727|ref|YP_050894.1|	gi|188533666|ref|YP_001907463.1|
gi|50121728|ref|YP_050895.1|	gi|188533054|ref|YP_001906851.1|
gi|50121729|ref|YP_050896.1|	gi|188534378|ref|YP_001908175.1|
gi|50121730|ref|YP_050897.1|	gi|188532623|ref|YP_001906420.1|
gi|50121731|ref|YP_050898.1|	gi|188532625|ref|YP_001906422.1|
gi|50121732|ref|YP_050899.1|	gi|188532624|ref|YP_001906421.1|
gi|50121733|ref|YP_050900.1|	gi|188535154|ref|YP_001908951.1|
gi|50121734|ref|YP_050901.1|	gi|188534513|ref|YP_001908310.1|
gi|50121734|ref|YP_050901.1|	gi|188534513|ref|YP_001908310.1|
gi|50121735|ref|YP_050902.1|	gi|188533247|ref|YP_001907044.1|
gi|50121736|ref|YP_050903.1|	gi|188534380|ref|YP_001908177.1|
gi|50121737|ref|YP_050904.1|	gi|188534382|ref|YP_001908179.1|
gi|50121738|ref|YP_050905.1|	gi|188534383|ref|YP_001908180.1|
gi|50121739|ref|YP_050906.1|	gi|188534384|ref|YP_001908181.1|
gi|50121740|ref|YP_050907.1|	gi|188534385|ref|YP_001908182.1|
gi|50121741|ref|YP_050908.1|	gi|188534386|ref|YP_001908183.1|
gi|50121742|ref|YP_050909.1|	gi|188534387|ref|YP_001908184.1|
gi|50121743|ref|YP_050910.1|	gi|188534303|ref|YP_001908100.1|
gi|50121744|ref|YP_050911.1|	gi|188534388|ref|YP_001908185.1|
gi|50121745|ref|YP_050912.1|	gi|188534662|ref|YP_001908459.1|
gi|50121746|ref|YP_050913.1|	gi|188534390|ref|YP_001908187.1|
gi|50121747|ref|YP_050914.1|	gi|188534391|ref|YP_001908188.1|
gi|50121748|ref|YP_050915.1|	gi|188534392|ref|YP_001908189.1|
gi|50121749|ref|YP_050916.1|	gi|188534393|ref|YP_001908190.1|
gi|50121750|ref|YP_050917.1|	gi|188534394|ref|YP_001908191.1|
gi|50121751|ref|YP_050918.1|	gi|188533399|ref|YP_001907196.1|
gi|50121752|ref|YP_050919.1|	gi|188533440|ref|YP_001907237.1|
gi|50121753|ref|YP_050920.1|	gi|188533439|ref|YP_001907236.1|
gi|50121754|ref|YP_050921.1|	gi|188533438|ref|YP_001907235.1|
gi|50121755|ref|YP_050922.1|	gi|188533437|ref|YP_001907234.1|
gi|50121756|ref|YP_050923.1|	gi|188534315|ref|YP_001908112.1|
gi|50121757|ref|YP_050924.1|	gi|188534316|ref|YP_001908113.1|
gi|50121758|ref|YP_050925.1|	gi|188534317|ref|YP_001908114.1|
gi|50121759|ref|YP_050926.1|	gi|188534318|ref|YP_001908115.1|
gi|50121760|ref|YP_050927.1|	gi|188534320|ref|YP_001908117.1|
gi|50121761|ref|YP_050928.1|	gi|188534321|ref|YP_001908118.1|
gi|50121762|ref|YP_050929.1|	gi|188533955|ref|YP_001907752.1|
gi|50121763|ref|YP_050930.1|	gi|188533447|ref|YP_001907244.1|
gi|50121764|ref|YP_050931.1|	gi|188532547|ref|YP_001906344.1|
gi|50121765|ref|YP_050932.1|	gi|188533541|ref|YP_001907338.1|
gi|50121766|ref|YP_050933.1|	gi|188534101|ref|YP_001907898.1|
gi|50121767|ref|YP_050934.1|	gi|188534062|ref|YP_001907859.1|
gi|50121768|ref|YP_050935.1|	gi|188534134|ref|YP_001907931.1|
gi|50121769|ref|YP_050936.1|	gi|188533825|ref|YP_001907622.1|
gi|50121770|ref|YP_050937.1|	gi|188532749|ref|YP_001906546.1|
gi|50121771|ref|YP_050938.1|	gi|188534303|ref|YP_001908100.1|
gi|50121772|ref|YP_050939.1|	gi|188534836|ref|YP_001908633.1|
gi|50121773|ref|YP_050940.1|	gi|188534254|ref|YP_001908051.1|
gi|50121774|ref|YP_050941.1|	gi|188534893|ref|YP_001908690.1|
gi|50121775|ref|YP_050942.1|	gi|188532291|ref|YP_001906088.1|
gi|50121776|ref|YP_050943.1|	gi|188532367|ref|YP_001906164.1|
gi|50121777|ref|YP_050944.1|	gi|188533746|ref|YP_001907543.1|
gi|50121778|ref|YP_050945.1|	gi|188533345|ref|YP_001907142.1|
gi|50121779|ref|YP_050946.1|	gi|188532227|ref|YP_001906024.1|
gi|50121780|ref|YP_050947.1|	gi|188532743|ref|YP_001906540.1|
gi|50121781|ref|YP_050948.1|	gi|188532304|ref|YP_001906101.1|
gi|50121782|ref|YP_050949.1|	gi|188534467|ref|YP_001908264.1|
gi|50121783|ref|YP_050950.1|	gi|188532372|ref|YP_001906169.1|
gi|50121784|ref|YP_050951.1|	gi|188533139|ref|YP_001906936.1|
gi|50121785|ref|YP_050952.1|	gi|188533542|ref|YP_001907339.1|
gi|50121786|ref|YP_050953.1|	gi|188533708|ref|YP_001907505.1|
gi|50121787|ref|YP_050954.1|	gi|188534557|ref|YP_001908354.1|
gi|50121788|ref|YP_050955.1|	gi|188535172|ref|YP_001908969.1|
gi|50121789|ref|YP_050956.1|	gi|188532331|ref|YP_001906128.1|
gi|50121790|ref|YP_050957.1|	gi|188533856|ref|YP_001907653.1|
gi|50121791|ref|YP_050958.1|	gi|188532788|ref|YP_001906585.1|
gi|50121792|ref|YP_050959.1|	gi|188533857|ref|YP_001907654.1|
gi|50121793|ref|YP_050960.1|	gi|188533013|ref|YP_001906810.1|
gi|50121794|ref|YP_050961.1|	gi|188534279|ref|YP_001908076.1|
gi|50121795|ref|YP_050962.1|	gi|188532794|ref|YP_001906591.1|
gi|50121796|ref|YP_050963.1|	gi|188533566|ref|YP_001907363.1|
gi|50121796|ref|YP_050963.1|	gi|188533566|ref|YP_001907363.1|
gi|50121797|ref|YP_050964.1|	gi|188532994|ref|YP_001906791.1|
gi|50121798|ref|YP_050965.1|	gi|188534042|ref|YP_001907839.1|
gi|50121799|ref|YP_050966.1|	gi|188532518|ref|YP_001906315.1|
gi|50121800|ref|YP_050967.1|	gi|188534829|ref|YP_001908626.1|
gi|50121801|ref|YP_050968.1|	gi|188533931|ref|YP_001907728.1|
gi|50121802|ref|YP_050969.1|	gi|188533113|ref|YP_001906910.1|
gi|50121802|ref|YP_050969.1|	gi|188533113|ref|YP_001906910.1|
gi|50121802|ref|YP_050969.1|	gi|188533113|ref|YP_001906910.1|
gi|50121803|ref|YP_050970.1|	gi|188532534|ref|YP_001906331.1|
gi|50121804|ref|YP_050971.1|	gi|188534203|ref|YP_001908000.1|
gi|50121805|ref|YP_050972.1|	gi|188534204|ref|YP_001908001.1|
gi|50121806|ref|YP_050973.1|	gi|188534205|ref|YP_001908002.1|
gi|50121807|ref|YP_050974.1|	gi|188534206|ref|YP_001908003.1|
gi|50121808|ref|YP_050975.1|	gi|188533507|ref|YP_001907304.1|
gi|50121809|ref|YP_050976.1|	gi|188534210|ref|YP_001908007.1|
